pass,max_damage
0,7.92485e+09
100,2.70774e+11
200,5.52404e+11
300,8.55115e+11
400,1.20138e+12
500,1.57011e+12
600,1.97149e+12
700,2.40953e+12
800,2.89636e+12
900,3.38054e+12
1000,3.88841e+12
1100,4.48619e+12
1200,5.15873e+12
1300,5.86374e+12
1400,6.59537e+12
1500,7.45781e+12
1600,8.26948e+12
1700,9.23935e+12
1800,1.02792e+13
1900,1.12706e+13
2000,1.24327e+13
2100,1.37264e+13
2200,1.50511e+13
2300,1.64485e+13
2400,1.78516e+13
2500,1.94281e+13
2600,2.11852e+13
2700,2.27684e+13
2800,2.46043e+13
2900,2.64592e+13
3000,2.84932e+13
3100,3.05479e+13
3200,3.26438e+13
3300,3.50268e+13
3400,3.73136e+13
3500,3.98306e+13
3600,4.22873e+13
3700,4.48397e+13
3800,4.77162e+13
3900,4.98678e+13
4000,5.25831e+13
4100,5.51791e+13
4200,5.79424e+13
4300,6.05172e+13
4400,6.31902e+13
4500,6.59636e+13
4600,6.85187e+13
4700,7.11868e+13
4800,7.36439e+13
4900,7.63638e+13
5000,7.87858e+13
5100,8.13074e+13
5200,8.38847e+13
5300,8.60566e+13
5400,8.83294e+13
5500,9.0574e+13
5600,9.25788e+13
5700,9.45195e+13
5800,9.65352e+13
5900,9.8439e+13
6000,1.0027e+14
6100,1.01895e+14
6200,1.0355e+14
6300,1.05198e+14
6400,1.06596e+14
6500,1.07976e+14
6600,1.0931e+14
6700,1.10411e+14
6800,1.11557e+14
6900,1.12629e+14
7000,1.13623e+14
7100,1.14452e+14
7200,1.15296e+14
7300,1.16052e+14
7400,1.1679e+14
7500,1.17458e+14
7600,1.18016e+14
7700,1.18549e+14
7800,1.19145e+14
7900,1.19641e+14
8000,1.19996e+14
8100,1.20427e+14
8200,1.20818e+14
8300,1.21184e+14
8400,1.21488e+14
8500,1.2179e+14
8600,1.22074e+14
8700,1.22329e+14
8800,1.22575e+14
8900,1.22757e+14
9000,1.22955e+14
9100,1.23111e+14
9200,1.23273e+14
9300,1.23409e+14
9400,1.23532e+14
9500,1.2365e+14
9600,1.23753e+14
9700,1.23849e+14
9800,1.23956e+14
9900,1.24049e+14
10000,1.24129e+14
10100,1.24201e+14
10200,1.24268e+14
10300,1.24335e+14
10400,1.2439e+14
10500,1.24446e+14
10600,1.24505e+14
10700,1.24548e+14
10800,1.24592e+14
10900,1.24636e+14
11000,1.2468e+14
11100,1.24719e+14
11200,1.24752e+14
11300,1.24785e+14
11400,1.24816e+14
11500,1.24849e+14
11600,1.24885e+14
11700,1.24915e+14
11800,1.24937e+14
11900,1.24965e+14
12000,1.24988e+14
12100,1.25015e+14
12200,1.25036e+14
12300,1.25057e+14
12400,1.25082e+14
12500,1.25105e+14
12600,1.25128e+14
12700,1.25149e+14
12800,1.25169e+14
12900,1.25191e+14
13000,1.25212e+14
13100,1.25235e+14
13200,1.25258e+14
13300,1.25275e+14
13400,1.25297e+14
13500,1.25323e+14
13600,1.25347e+14
13700,1.25368e+14
13800,1.25395e+14
13900,1.25416e+14
14000,1.25445e+14
14100,1.2547e+14
14200,1.25493e+14
14300,1.25522e+14
14400,1.25557e+14
14500,1.25585e+14
14600,1.25618e+14
14700,1.25653e+14
14800,1.25689e+14
14900,1.25727e+14
15000,1.25767e+14
15100,1.25807e+14
15200,1.25852e+14
15300,1.25899e+14
15400,1.25952e+14
15500,1.25999e+14
15600,1.26059e+14
15700,1.26116e+14
15800,1.26193e+14
15900,1.26268e+14
16000,1.26354e+14
16100,1.26436e+14
16200,1.26515e+14
16300,1.26617e+14
16400,1.26733e+14
16500,1.26855e+14
16600,1.26988e+14
16700,1.27115e+14
16800,1.27267e+14
16900,1.27454e+14
17000,1.27625e+14
17100,1.27813e+14
17200,1.28032e+14
17300,1.2828e+14
17400,1.28524e+14
17500,1.28796e+14
17600,1.29081e+14
17700,1.29413e+14
17800,1.29826e+14
17900,1.30246e+14
18000,1.30623e+14
18100,1.31115e+14
18200,1.31622e+14
18300,1.32184e+14
18400,1.32838e+14
18500,1.33477e+14
18600,1.341e+14
18700,1.34883e+14
18800,1.35697e+14
18900,1.36533e+14
19000,1.37567e+14
19100,1.38612e+14
19200,1.39703e+14
19300,1.40861e+14
19400,1.41968e+14
19500,1.43575e+14
19600,1.44753e+14
19700,1.46202e+14
19800,1.47856e+14
19900,1.4951e+14
20000,1.51136e+14
20100,1.53075e+14
20200,1.54934e+14
20300,1.56916e+14
20400,1.59106e+14
20500,1.61285e+14
20600,1.63503e+14
20700,1.65789e+14
20800,1.68144e+14
20900,1.70505e+14
21000,1.73046e+14
21100,1.7564e+14
21200,1.7818e+14
21300,1.80713e+14
21400,1.83338e+14
21500,1.86253e+14
21600,1.88566e+14
21700,1.91238e+14
21800,1.94021e+14
21900,1.96678e+14
22000,1.99349e+14
22100,2.01946e+14
22200,2.0447e+14
22300,2.06862e+14
22400,2.09466e+14
22500,2.11902e+14
22600,2.14262e+14
22700,2.16516e+14
22800,2.18588e+14
22900,2.20695e+14
23000,2.22849e+14
23100,2.24643e+14
23200,2.26691e+14
23300,2.28235e+14
23400,2.30022e+14
23500,2.31685e+14
23600,2.33123e+14
23700,2.34606e+14
23800,2.36005e+14
23900,2.37122e+14
24000,2.3831e+14
24100,2.39401e+14
24200,2.40585e+14
24300,2.41409e+14
24400,2.42332e+14
24500,2.43158e+14
24600,2.43954e+14
24700,2.44637e+14
24800,2.4536e+14
24900,2.45959e+14
25000,2.46442e+14
25100,2.46949e+14
25200,2.47482e+14
25300,2.47917e+14
25400,2.48294e+14
25500,2.48609e+14
25600,2.4896e+14
25700,2.49261e+14
25800,2.49533e+14
25900,2.49781e+14
26000,2.50028e+14
26100,2.50255e+14
26200,2.50426e+14
26300,2.50627e+14
26400,2.50795e+14
26500,2.50933e+14
26600,2.5108e+14
26700,2.51212e+14
26800,2.51314e+14
26900,2.51431e+14
27000,2.51522e+14
27100,2.51603e+14
27200,2.51692e+14
27300,2.51783e+14
27400,2.51841e+14
27500,2.51924e+14
27600,2.51983e+14
27700,2.52038e+14
27800,2.521e+14
27900,2.52149e+14
28000,2.52208e+14
28100,2.52244e+14
28200,2.52285e+14
28300,2.52325e+14
28400,2.52356e+14
28500,2.5239e+14
28600,2.52427e+14
28700,2.52458e+14
28800,2.52488e+14
28900,2.52519e+14
29000,2.52547e+14
29100,2.52573e+14
29200,2.526e+14
29300,2.52622e+14
29400,2.52649e+14
29500,2.52677e+14
29600,2.52698e+14
29700,2.5272e+14
29800,2.52743e+14
29900,2.52765e+14
30000,2.52788e+14
30100,2.52809e+14
30200,2.52829e+14
30300,2.5285e+14
30400,2.52873e+14
30500,2.52898e+14
30600,2.52921e+14
30700,2.52944e+14
30800,2.52966e+14
30900,2.52992e+14
31000,2.53018e+14
31100,2.5304e+14
31200,2.53063e+14
31300,2.5309e+14
31400,2.53115e+14
31500,2.53147e+14
31600,2.53178e+14
31700,2.53206e+14
31800,2.53236e+14
31900,2.53269e+14
32000,2.53302e+14
32100,2.53335e+14
32200,2.53374e+14
32300,2.53414e+14
32400,2.53458e+14
32500,2.53503e+14
32600,2.53548e+14
32700,2.53602e+14
32800,2.53659e+14
32900,2.53711e+14
33000,2.53778e+14
33100,2.5385e+14
33200,2.53925e+14
33300,2.54002e+14
33400,2.54089e+14
33500,2.54178e+14
33600,2.54273e+14
33700,2.54389e+14
33800,2.54511e+14
33900,2.5464e+14
34000,2.5478e+14
34100,2.54951e+14
34200,2.55103e+14
34300,2.55274e+14
34400,2.55485e+14
34500,2.55722e+14
34600,2.5592e+14
34700,2.56198e+14
34800,2.56489e+14
34900,2.56789e+14
35000,2.57124e+14
35100,2.57513e+14
35200,2.57927e+14
35300,2.5839e+14
35400,2.58843e+14
35500,2.59421e+14
35600,2.59995e+14
35700,2.60583e+14
35800,2.61233e+14
35900,2.61967e+14
36000,2.6274e+14
36100,2.63671e+14
36200,2.6452e+14
36300,2.65511e+14
36400,2.6671e+14
36500,2.67786e+14
36600,2.69035e+14
36700,2.70345e+14
36800,2.71522e+14
36900,2.73059e+14
37000,2.74463e+14
37100,2.76104e+14
37200,2.77882e+14
37300,2.79535e+14
37400,2.81453e+14
37500,2.83382e+14
37600,2.85515e+14
37700,2.87654e+14
37800,2.89906e+14
37900,2.922e+14
38000,2.94557e+14
38100,2.97047e+14
38200,2.995e+14
38300,3.01939e+14
38400,3.04461e+14
38500,3.06892e+14
38600,3.09635e+14
38700,3.12475e+14
38800,3.14853e+14
38900,3.17666e+14
39000,3.20253e+14
39100,3.23098e+14
39200,3.25948e+14
39300,3.28415e+14
39400,3.30773e+14
39500,3.33238e+14
39600,3.35681e+14
39700,3.38335e+14
39800,3.40533e+14
39900,3.42912e+14
40000,3.45175e+14
40100,3.47294e+14
40200,3.49297e+14
40300,3.51334e+14
40400,3.53078e+14
40500,3.54862e+14
40600,3.56563e+14
40700,3.58295e+14
40800,3.59887e+14
40900,3.61249e+14
41000,3.6264e+14
41100,3.63968e+14
41200,3.65077e+14
41300,3.66301e+14
41400,3.67342e+14
41500,3.6837e+14
41600,3.69256e+14
41700,3.70138e+14
41800,3.70898e+14
41900,3.71661e+14
42000,3.72356e+14
42100,3.72981e+14
42200,3.73584e+14
42300,3.74141e+14
42400,3.74605e+14
42500,3.75078e+14
42600,3.7548e+14
42700,3.75873e+14
42800,3.76216e+14
42900,3.76563e+14
43000,3.76856e+14
43100,3.77134e+14
43200,3.77378e+14
43300,3.77633e+14
43400,3.77836e+14
43500,3.78012e+14
43600,3.78179e+14
43700,3.78347e+14
43800,3.78505e+14
43900,3.7865e+14
44000,3.78756e+14
44100,3.78882e+14
44200,3.79001e+14
44300,3.79107e+14
44400,3.79191e+14
44500,3.79264e+14
44600,3.79346e+14
44700,3.79415e+14
44800,3.79469e+14
44900,3.79528e+14
45000,3.79597e+14
45100,3.79649e+14
45200,3.79691e+14
45300,3.79739e+14
45400,3.79781e+14
45500,3.79824e+14
45600,3.7986e+14
45700,3.79903e+14
45800,3.79938e+14
45900,3.79977e+14
46000,3.8001e+14
46100,3.80035e+14
46200,3.80064e+14
46300,3.8009e+14
46400,3.80123e+14
46500,3.80151e+14
46600,3.80176e+14
