0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,60749
23,154523
24,366662
25,823211
26,1.78757e+06
27,3.77696e+06
28,7.79699e+06
29,1.57693e+07
30,3.13059e+07
31,6.10295e+07
32,1.16906e+08
33,2.20122e+08
34,4.07521e+08
35,7.41958e+08
36,1.32863e+09
37,2.34045e+09
38,4.05623e+09
39,6.91729e+09
40,1.16093e+10
41,1.91778e+10
42,3.11884e+10
43,4.99419e+10
44,7.87594e+10
45,1.22349e+11
46,1.87266e+11
47,2.82481e+11
48,4.20059e+11
49,6.15958e+11
50,8.90942e+11
51,1.2716e+12
52,1.79147e+12
53,2.49226e+12
54,3.42507e+12
55,4.65178e+12
56,6.24633e+12
57,8.29612e+12
58,1.09033e+13
59,1.4186e+13
60,1.82797e+13
61,2.33381e+13
62,2.95338e+13
63,3.70591e+13
64,4.61255e+13
65,5.69631e+13
66,6.98194e+13
67,8.49562e+13
68,1.02646e+14
69,1.23167e+14
70,1.46796e+14
71,1.73803e+14
72,2.04436e+14
73,2.38919e+14
74,2.77431e+14
75,3.20104e+14
76,3.67002e+14
77,4.18113e+14
78,4.73338e+14
79,5.32481e+14
80,5.95238e+14
81,6.61195e+14
82,7.29827e+14
83,8.00495e+14
84,8.72454e+14
85,9.44861e+14
86,1.01679e+15
87,1.08726e+15
88,1.15522e+15
89,1.21963e+15
90,1.27944e+15
91,1.33364e+15
92,1.38129e+15
93,1.42152e+15
94,1.45361e+15
95,1.47696e+15
96,1.49113e+15
97,1.49584e+15
98,1.49102e+15
99,1.47676e+15
100,1.45333e+15
101,1.42117e+15
102,1.3809e+15
103,1.33323e+15
104,1.27903e+15
105,1.21923e+15
106,1.15485e+15
107,1.08691e+15
108,1.01647e+15
109,9.44562e+14
110,8.72162e+14
111,8.00197e+14
112,7.29507e+14
113,6.60839e+14
114,5.94835e+14
115,5.32027e+14
116,4.72831e+14
117,4.17557e+14
118,3.66404e+14
119,3.19478e+14
120,2.7679e+14
121,2.38278e+14
122,2.03811e+14
123,1.73208e+14
124,1.46243e+14
125,1.22664e+14
126,1.022e+14
127,8.45692e+13
128,6.94919e+13
129,5.66927e+13
130,4.59079e+13
131,3.68889e+13
132,2.94047e+13
133,2.32433e+13
134,1.82129e+13
135,1.41412e+13
136,1.08751e+13
137,8.28004e+12
138,6.23868e+12
139,4.64966e+12
140,3.4263e+12
141,2.49527e+12
142,1.79521e+12
143,1.27539e+12
144,8.94399e+11
145,6.18905e+11
146,4.22446e+11
147,2.84336e+11
148,1.88659e+11
149,1.23363e+11
150,7.94772e+10
151,5.04369e+10
152,3.15215e+10
153,1.93968e+10
154,1.175e+10
155,7.00582e+09
156,4.11074e+09
157,2.37333e+09
158,1.34806e+09
159,7.53213e+08
160,4.13918e+08
161,2.23682e+08
162,1.1885e+08
163,6.20731e+07
164,3.18527e+07
165,1.60555e+07
166,7.94058e+06
167,3.84783e+06
168,1.82326e+06
169,841354
170,375160
171,159672
172,61311
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,60749
203,154523
204,366662
205,823211
206,1.78757e+06
207,3.77696e+06
208,7.79699e+06
209,1.57693e+07
210,3.13059e+07
211,6.10295e+07
212,1.16906e+08
213,2.20122e+08
214,4.07521e+08
215,7.41958e+08
216,1.32863e+09
217,2.34045e+09
218,4.05623e+09
219,6.91729e+09
220,1.16093e+10
221,1.91778e+10
222,3.11884e+10
223,4.99419e+10
224,7.87594e+10
225,1.22349e+11
226,1.87266e+11
227,2.82481e+11
228,4.20059e+11
229,6.15958e+11
230,8.90942e+11
231,1.2716e+12
232,1.79147e+12
233,2.49226e+12
234,3.42507e+12
235,4.65178e+12
236,6.24633e+12
237,8.29612e+12
238,1.09033e+13
239,1.4186e+13
240,1.82797e+13
241,2.33381e+13
242,2.95338e+13
243,3.70591e+13
244,4.61255e+13
245,5.69631e+13
246,6.98194e+13
247,8.49562e+13
248,1.02646e+14
249,1.23167e+14
