pass,max_damage
0,7.92485e+09
100,4.04933e+11
200,8.16296e+11
300,1.26882e+12
400,1.86713e+12
500,2.41708e+12
600,2.98042e+12
700,3.6734e+12
800,4.36128e+12
900,5.05491e+12
1000,5.70602e+12
1100,6.52091e+12
1200,7.63816e+12
1300,8.73966e+12
1400,9.71603e+12
1500,1.07647e+13
1600,1.19788e+13
1700,1.34865e+13
1800,1.51567e+13
1900,1.66132e+13
2000,1.82312e+13
2100,2.02225e+13
2200,2.22432e+13
2300,2.43854e+13
2400,2.69912e+13
2500,2.96938e+13
2600,3.21005e+13
2700,3.49494e+13
2800,3.7806e+13
2900,4.01809e+13
3000,4.34995e+13
3100,4.64708e+13
3200,5.0033e+13
3300,5.37021e+13
3400,5.73169e+13
3500,6.0972e+13
3600,6.45942e+13
3700,6.78764e+13
3800,7.18519e+13
3900,7.55951e+13
4000,7.91198e+13
4100,8.25516e+13
4200,8.65717e+13
4300,9.03216e+13
4400,9.46547e+13
4500,9.90486e+13
4600,1.03278e+14
4700,1.06831e+14
4800,1.10453e+14
4900,1.14825e+14
5000,1.1817e+14
5100,1.21649e+14
5200,1.24976e+14
5300,1.28761e+14
5400,1.32318e+14
5500,1.35529e+14
5600,1.38915e+14
5700,1.42497e+14
5800,1.4519e+14
5900,1.47883e+14
6000,1.5026e+14
6100,1.5223e+14
6200,1.54648e+14
6300,1.56922e+14
6400,1.59343e+14
6500,1.61486e+14
6600,1.63118e+14
6700,1.64946e+14
6800,1.66441e+14
6900,1.68102e+14
7000,1.69435e+14
7100,1.70616e+14
7200,1.7186e+14
7300,1.73174e+14
7400,1.74253e+14
7500,1.75205e+14
7600,1.7603e+14
7700,1.76859e+14
7800,1.7768e+14
7900,1.78287e+14
8000,1.78922e+14
8100,1.79612e+14
8200,1.8017e+14
8300,1.80745e+14
8400,1.81175e+14
8500,1.81538e+14
8600,1.81959e+14
8700,1.82292e+14
8800,1.82614e+14
8900,1.82958e+14
9000,1.83223e+14
9100,1.83442e+14
9200,1.83669e+14
9300,1.8388e+14
9400,1.8411e+14
9500,1.84276e+14
9600,1.84444e+14
9700,1.84611e+14
9800,1.84753e+14
9900,1.84885e+14
10000,1.85007e+14
10100,1.85124e+14
10200,1.85221e+14
10300,1.85314e+14
10400,1.85393e+14
10500,1.85475e+14
10600,1.85547e+14
10700,1.85631e+14
10800,1.85692e+14
10900,1.85753e+14
11000,1.85813e+14
11100,1.85876e+14
11200,1.85923e+14
11300,1.85979e+14
11400,1.86032e+14
11500,1.86079e+14
11600,1.86118e+14
11700,1.86167e+14
11800,1.86201e+14
