0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,5.52403e+06
23,1.37077e+07
24,2.99233e+07
25,6.40057e+07
26,1.34351e+08
27,2.769e+08
28,5.60507e+08
29,1.11453e+09
30,2.17714e+09
31,4.17809e+09
32,7.87727e+09
33,1.4591e+10
34,2.65529e+10
35,4.7474e+10
36,8.33919e+10
37,1.4392e+11
38,2.44029e+11
39,4.06531e+11
40,6.65397e+11
41,1.07006e+12
42,1.69075e+12
43,2.62483e+12
44,4.00387e+12
45,6.00098e+12
46,8.83764e+12
47,1.27889e+13
48,1.81854e+13
49,2.54108e+13
50,3.48928e+13
51,4.70863e+13
52,6.24476e+13
53,8.14002e+13
54,1.04293e+14
55,1.31354e+14
56,1.62644e+14
57,1.98011e+14
58,2.37066e+14
59,2.79164e+14
60,3.23414e+14
61,3.68715e+14
62,4.13813e+14
63,4.57385e+14
64,4.98133e+14
65,5.34884e+14
66,5.66691e+14
67,5.92904e+14
68,6.13225e+14
69,6.27722e+14
70,6.36807e+14
71,6.4118e+14
72,6.41752e+14
73,6.39538e+14
74,6.35562e+14
75,6.30758e+14
76,6.25903e+14
77,6.21563e+14
78,6.18086e+14
79,6.15606e+14
80,6.14087e+14
81,6.13368e+14
82,6.1322e+14
83,6.13403e+14
84,6.13705e+14
85,6.13969e+14
86,6.14107e+14
87,6.14094e+14
88,6.13956e+14
89,6.13748e+14
90,6.1353e+14
91,6.13355e+14
92,6.13252e+14
93,6.13226e+14
94,6.13259e+14
95,6.13319e+14
96,6.13372e+14
97,6.13393e+14
98,6.13372e+14
99,6.13319e+14
100,6.13259e+14
101,6.13226e+14
102,6.13251e+14
103,6.13353e+14
104,6.13527e+14
105,6.13744e+14
106,6.13952e+14
107,6.14089e+14
108,6.14101e+14
109,6.13963e+14
110,6.137e+14
111,6.134e+14
112,6.1322e+14
113,6.13372e+14
114,6.14098e+14
115,6.15624e+14
116,6.18112e+14
117,6.21597e+14
118,6.25944e+14
119,6.30806e+14
120,6.35612e+14
121,6.39589e+14
122,6.41799e+14
123,6.4122e+14
124,6.36835e+14
125,6.27737e+14
126,6.13226e+14
127,5.92889e+14
128,5.66662e+14
129,5.34843e+14
130,4.98081e+14
131,4.57327e+14
132,4.13751e+14
133,3.68651e+14
134,3.23352e+14
135,2.79107e+14
136,2.37015e+14
137,1.97966e+14
138,1.62606e+14
139,1.31323e+14
140,1.04268e+14
141,8.13808e+13
142,6.24329e+13
143,4.70755e+13
144,3.48851e+13
145,2.54054e+13
146,1.81817e+13
147,1.27865e+13
148,8.83614e+12
149,6.00006e+12
150,4.00333e+12
151,2.62453e+12
152,1.69059e+12
153,1.06998e+12
154,6.65363e+11
155,4.06519e+11
156,2.44028e+11
157,1.43923e+11
158,8.33955e+10
159,4.74772e+10
160,2.65554e+10
161,1.45928e+10
162,7.87843e+09
163,4.17882e+09
164,2.17757e+09
165,1.11478e+09
166,5.60647e+08
167,2.76975e+08
168,1.34391e+08
169,6.40259e+07
170,2.99296e+07
171,1.37127e+07
172,5.53686e+06
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,5.52403e+06
203,1.37077e+07
204,2.99233e+07
205,6.40057e+07
206,1.34351e+08
207,2.769e+08
208,5.60507e+08
209,1.11453e+09
210,2.17714e+09
211,4.17809e+09
212,7.87727e+09
213,1.4591e+10
214,2.65529e+10
215,4.7474e+10
216,8.33919e+10
217,1.4392e+11
218,2.44029e+11
219,4.06531e+11
220,6.65397e+11
221,1.07006e+12
222,1.69075e+12
223,2.62483e+12
224,4.00387e+12
225,6.00098e+12
226,8.83764e+12
227,1.27889e+13
228,1.81854e+13
229,2.54108e+13
230,3.48928e+13
231,4.70863e+13
232,6.24476e+13
233,8.14002e+13
234,1.04293e+14
235,1.31354e+14
236,1.62644e+14
237,1.98011e+14
238,2.37066e+14
239,2.79164e+14
240,3.23414e+14
241,3.68715e+14
242,4.13813e+14
243,4.57385e+14
